Date,Order_ID,Dish_Name,Ingredient_Name,Quantity_Used,Unit,Stock_Available
2023-05-24,ORD-20230524-3085,Pepperoni Pizza,Tomato Sauce,0.2,liter,13.3
2023-05-24,ORD-20230524-3085,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,14.7
2023-05-24,ORD-20230524-3085,Pepperoni Pizza,Pepperoni,0.1,kg,12.4
2023-05-24,ORD-20230524-7533,Caesar Salad,Lettuce,0.5,head,35.0
2023-05-24,ORD-20230524-7533,Caesar Salad,Tomatoes,0.2,kg,11.15
2023-05-24,ORD-20230524-7533,Caesar Salad,Mozzarella Cheese,0.05,kg,14.65
2023-05-24,ORD-20230524-3219,Caesar Salad,Lettuce,0.5,head,34.5
2023-05-24,ORD-20230524-3219,Caesar Salad,Tomatoes,0.2,kg,10.95
2023-05-24,ORD-20230524-3219,Caesar Salad,Mozzarella Cheese,0.05,kg,14.6
2023-05-24,ORD-20230524-8170,Margherita Pizza,Pizza Dough,1,ball,34
2023-05-24,ORD-20230524-8170,Margherita Pizza,Tomato Sauce,0.2,liter,13.1
2023-05-24,ORD-20230524-8170,Margherita Pizza,Mozzarella Cheese,0.25,kg,14.35
2023-05-24,ORD-20230524-6747,Margherita Pizza,Pizza Dough,1,ball,33
2023-05-24,ORD-20230524-6747,Margherita Pizza,Tomato Sauce,0.2,liter,12.9
2023-05-24,ORD-20230524-6747,Margherita Pizza,Mozzarella Cheese,0.25,kg,14.1
2023-05-24,ORD-20230524-1026,Cheeseburger,Burger Bun,1,piece,64
2023-05-24,ORD-20230524-1026,Cheeseburger,Burger Patty,1,piece,14
2023-05-24,ORD-20230524-1026,Cheeseburger,Mozzarella Cheese,0.05,kg,14.05
2023-05-24,ORD-20230524-1026,Cheeseburger,Lettuce,0.1,head,34.4
2023-05-24,ORD-20230524-1026,Cheeseburger,Tomatoes,0.05,kg,10.9
2023-05-24,ORD-20230524-1026,Cheeseburger,Onion,0.02,kg,7.38
2023-05-24,ORD-20230524-8605,Cheeseburger,Burger Bun,1,piece,63
2023-05-24,ORD-20230524-8605,Cheeseburger,Burger Patty,1,piece,13
2023-05-24,ORD-20230524-8605,Cheeseburger,Mozzarella Cheese,0.05,kg,14.0
2023-05-24,ORD-20230524-8605,Cheeseburger,Lettuce,0.1,head,34.3
2023-05-24,ORD-20230524-8605,Cheeseburger,Tomatoes,0.05,kg,10.85
2023-05-24,ORD-20230524-8605,Cheeseburger,Onion,0.02,kg,7.36
2023-05-24,ORD-20230524-1239,Cheeseburger,Burger Bun,1,piece,62
2023-05-24,ORD-20230524-1239,Cheeseburger,Burger Patty,1,piece,12
2023-05-24,ORD-20230524-1239,Cheeseburger,Mozzarella Cheese,0.05,kg,13.95
2023-05-24,ORD-20230524-1239,Cheeseburger,Lettuce,0.1,head,34.2
2023-05-24,ORD-20230524-1239,Cheeseburger,Tomatoes,0.05,kg,10.8
2023-05-24,ORD-20230524-1239,Cheeseburger,Onion,0.02,kg,7.34
2023-05-24,ORD-20230524-1728,Cheeseburger,Burger Bun,1,piece,61
2023-05-24,ORD-20230524-1728,Cheeseburger,Burger Patty,1,piece,11
2023-05-24,ORD-20230524-1728,Cheeseburger,Mozzarella Cheese,0.05,kg,13.9
2023-05-24,ORD-20230524-1728,Cheeseburger,Lettuce,0.1,head,34.1
2023-05-24,ORD-20230524-1728,Cheeseburger,Tomatoes,0.05,kg,10.75
2023-05-24,ORD-20230524-1728,Cheeseburger,Onion,0.02,kg,7.32
2023-05-24,ORD-20230524-9214,Pepperoni Pizza,Pizza Dough,1,ball,32
2023-05-24,ORD-20230524-9214,Pepperoni Pizza,Tomato Sauce,0.2,liter,12.7
2023-05-24,ORD-20230524-9214,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,13.7
2023-05-24,ORD-20230524-9214,Pepperoni Pizza,Pepperoni,0.1,kg,12.3
2023-05-24,ORD-20230524-2125,Pepperoni Pizza,Pizza Dough,1,ball,31
2023-05-24,ORD-20230524-2125,Pepperoni Pizza,Tomato Sauce,0.2,liter,12.5
2023-05-24,ORD-20230524-2125,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,13.5
2023-05-24,ORD-20230524-2125,Pepperoni Pizza,Pepperoni,0.1,kg,12.2
2023-05-24,ORD-20230524-2096,Margherita Pizza,Pizza Dough,1,ball,30
2023-05-24,ORD-20230524-2096,Margherita Pizza,Tomato Sauce,0.2,liter,12.3
2023-05-24,ORD-20230524-2096,Margherita Pizza,Mozzarella Cheese,0.25,kg,13.25
2023-05-24,ORD-20230524-1694,Margherita Pizza,Pizza Dough,1,ball,29
2023-05-24,ORD-20230524-1694,Margherita Pizza,Tomato Sauce,0.2,liter,12.1
2023-05-24,ORD-20230524-1694,Margherita Pizza,Mozzarella Cheese,0.25,kg,13.0
2023-05-24,ORD-20230524-9638,Pepperoni Pizza,Pizza Dough,1,ball,28
2023-05-24,ORD-20230524-9638,Pepperoni Pizza,Tomato Sauce,0.2,liter,11.9
2023-05-24,ORD-20230524-9638,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,12.8
2023-05-24,ORD-20230524-9638,Pepperoni Pizza,Pepperoni,0.1,kg,12.1
2023-05-24,ORD-20230524-9609,Margherita Pizza,Pizza Dough,1,ball,27
2023-05-24,ORD-20230524-9609,Margherita Pizza,Tomato Sauce,0.2,liter,11.7
2023-05-24,ORD-20230524-9609,Margherita Pizza,Mozzarella Cheese,0.25,kg,12.55
2023-05-24,ORD-20230524-2383,Spaghetti Bolognese,Pasta,0.2,kg,33.2
2023-05-24,ORD-20230524-2383,Spaghetti Bolognese,Tomato Sauce,0.15,liter,11.55
2023-05-24,ORD-20230524-2383,Spaghetti Bolognese,Ground Beef,0.15,kg,16.15
2023-05-24,ORD-20230524-2383,Spaghetti Bolognese,Onion,0.05,kg,7.27
2023-05-24,ORD-20230524-1787,Margherita Pizza,Pizza Dough,1,ball,26
2023-05-24,ORD-20230524-1787,Margherita Pizza,Tomato Sauce,0.2,liter,11.35
2023-05-24,ORD-20230524-1787,Margherita Pizza,Mozzarella Cheese,0.25,kg,12.3
2023-05-24,ORD-20230524-2119,Cheeseburger,Burger Bun,1,piece,60
2023-05-24,ORD-20230524-2119,Cheeseburger,Burger Patty,1,piece,10
2023-05-24,ORD-20230524-2119,Cheeseburger,Mozzarella Cheese,0.05,kg,12.25
2023-05-24,ORD-20230524-2119,Cheeseburger,Lettuce,0.1,head,34.0
2023-05-24,ORD-20230524-2119,Cheeseburger,Tomatoes,0.05,kg,10.7
2023-05-24,ORD-20230524-2119,Cheeseburger,Onion,0.02,kg,7.25
2023-05-24,ORD-20230524-2092,Caesar Salad,Lettuce,0.5,head,33.5
2023-05-24,ORD-20230524-2092,Caesar Salad,Tomatoes,0.2,kg,10.5
2023-05-24,ORD-20230524-2092,Caesar Salad,Mozzarella Cheese,0.05,kg,12.2
2023-05-24,ORD-20230524-5318,Pepperoni Pizza,Pizza Dough,1,ball,25
2023-05-24,ORD-20230524-5318,Pepperoni Pizza,Tomato Sauce,0.2,liter,11.15
2023-05-24,ORD-20230524-5318,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,12.0
2023-05-24,ORD-20230524-5318,Pepperoni Pizza,Pepperoni,0.1,kg,12.0
2023-05-24,ORD-20230524-3221,Cheeseburger,Burger Bun,1,piece,59
2023-05-24,ORD-20230524-3221,Cheeseburger,Burger Patty,1,piece,9
2023-05-24,ORD-20230524-3221,Cheeseburger,Mozzarella Cheese,0.05,kg,11.95
2023-05-24,ORD-20230524-3221,Cheeseburger,Lettuce,0.1,head,33.4
2023-05-24,ORD-20230524-3221,Cheeseburger,Tomatoes,0.05,kg,10.45
2023-05-24,ORD-20230524-3221,Cheeseburger,Onion,0.02,kg,7.23
2023-05-24,ORD-20230524-4120,Margherita Pizza,Pizza Dough,1,ball,24
2023-05-24,ORD-20230524-4120,Margherita Pizza,Tomato Sauce,0.2,liter,10.95
2023-05-24,ORD-20230524-4120,Margherita Pizza,Mozzarella Cheese,0.25,kg,11.7
2023-05-24,ORD-20230524-4575,Cheeseburger,Burger Bun,1,piece,58
2023-05-24,ORD-20230524-4575,Cheeseburger,Burger Patty,1,piece,8
2023-05-24,ORD-20230524-4575,Cheeseburger,Mozzarella Cheese,0.05,kg,11.65
2023-05-24,ORD-20230524-4575,Cheeseburger,Lettuce,0.1,head,33.3
2023-05-24,ORD-20230524-4575,Cheeseburger,Tomatoes,0.05,kg,10.4
2023-05-24,ORD-20230524-4575,Cheeseburger,Onion,0.02,kg,7.21
2023-05-24,ORD-20230524-8188,Caesar Salad,Lettuce,0.5,head,32.8
2023-05-24,ORD-20230524-8188,Caesar Salad,Tomatoes,0.2,kg,10.2
2023-05-24,ORD-20230524-8188,Caesar Salad,Mozzarella Cheese,0.05,kg,11.6
2023-05-24,ORD-20230524-5977,Margherita Pizza,Pizza Dough,1,ball,23
2023-05-24,ORD-20230524-5977,Margherita Pizza,Tomato Sauce,0.2,liter,10.75
2023-05-24,ORD-20230524-5977,Margherita Pizza,Mozzarella Cheese,0.25,kg,11.35
2023-05-24,ORD-20230524-3657,Pepperoni Pizza,Pizza Dough,1,ball,22
2023-05-24,ORD-20230524-3657,Pepperoni Pizza,Tomato Sauce,0.2,liter,10.55
2023-05-24,ORD-20230524-3657,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,11.15
2023-05-24,ORD-20230524-3657,Pepperoni Pizza,Pepperoni,0.1,kg,11.9
2023-05-24,ORD-20230524-9924,Cheeseburger,Burger Bun,1,piece,57
2023-05-24,ORD-20230524-9924,Cheeseburger,Burger Patty,1,piece,7
2023-05-24,ORD-20230524-9924,Cheeseburger,Mozzarella Cheese,0.05,kg,11.1
2023-05-24,ORD-20230524-9924,Cheeseburger,Lettuce,0.1,head,32.7
2023-05-24,ORD-20230524-9924,Cheeseburger,Tomatoes,0.05,kg,10.15
2023-05-24,ORD-20230524-9924,Cheeseburger,Onion,0.02,kg,7.19
2023-05-24,ORD-20230524-6278,Margherita Pizza,Pizza Dough,1,ball,21
2023-05-24,ORD-20230524-6278,Margherita Pizza,Tomato Sauce,0.2,liter,10.35
2023-05-24,ORD-20230524-6278,Margherita Pizza,Mozzarella Cheese,0.25,kg,10.85
2023-05-24,ORD-20230524-9642,Cheeseburger,Burger Bun,1,piece,56
2023-05-24,ORD-20230524-9642,Cheeseburger,Burger Patty,1,piece,6
2023-05-24,ORD-20230524-9642,Cheeseburger,Mozzarella Cheese,0.05,kg,10.8
2023-05-24,ORD-20230524-9642,Cheeseburger,Lettuce,0.1,head,32.6
2023-05-24,ORD-20230524-9642,Cheeseburger,Tomatoes,0.05,kg,10.1
2023-05-24,ORD-20230524-9642,Cheeseburger,Onion,0.02,kg,7.17
2023-05-24,ORD-20230524-9961,Margherita Pizza,Pizza Dough,1,ball,20
2023-05-24,ORD-20230524-9961,Margherita Pizza,Tomato Sauce,0.2,liter,10.15
2023-05-24,ORD-20230524-9961,Margherita Pizza,Mozzarella Cheese,0.25,kg,10.55
2023-05-24,ORD-20230524-8133,Cheeseburger,Burger Bun,1,piece,55
2023-05-24,ORD-20230524-8133,Cheeseburger,Burger Patty,1,piece,5
2023-05-24,ORD-20230524-8133,Cheeseburger,Mozzarella Cheese,0.05,kg,10.5
2023-05-24,ORD-20230524-8133,Cheeseburger,Lettuce,0.1,head,32.5
2023-05-24,ORD-20230524-8133,Cheeseburger,Tomatoes,0.05,kg,10.05
2023-05-24,ORD-20230524-8133,Cheeseburger,Onion,0.02,kg,7.15
2023-05-24,ORD-20230524-6863,Margherita Pizza,Pizza Dough,1,ball,19
2023-05-24,ORD-20230524-6863,Margherita Pizza,Tomato Sauce,0.2,liter,9.95
2023-05-24,ORD-20230524-6863,Margherita Pizza,Mozzarella Cheese,0.25,kg,10.25
2023-05-24,ORD-20230524-1415,Spaghetti Bolognese,Pasta,0.2,kg,33.0
2023-05-24,ORD-20230524-1415,Spaghetti Bolognese,Tomato Sauce,0.15,liter,9.8
2023-05-24,ORD-20230524-1415,Spaghetti Bolognese,Ground Beef,0.15,kg,16.0
2023-05-24,ORD-20230524-1415,Spaghetti Bolognese,Onion,0.05,kg,7.1
2023-05-24,ORD-20230524-7037,Pepperoni Pizza,Pizza Dough,1,ball,18
2023-05-24,ORD-20230524-7037,Pepperoni Pizza,Tomato Sauce,0.2,liter,9.6
2023-05-24,ORD-20230524-7037,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,10.05
2023-05-24,ORD-20230524-7037,Pepperoni Pizza,Pepperoni,0.1,kg,11.8
2023-05-24,ORD-20230524-6980,Spaghetti Bolognese,Pasta,0.2,kg,32.8
2023-05-24,ORD-20230524-6980,Spaghetti Bolognese,Tomato Sauce,0.15,liter,9.45
2023-05-24,ORD-20230524-6980,Spaghetti Bolognese,Ground Beef,0.15,kg,15.85
2023-05-24,ORD-20230524-6980,Spaghetti Bolognese,Onion,0.05,kg,7.05
2023-05-24,ORD-20230524-1890,Spaghetti Bolognese,Pasta,0.2,kg,32.6
2023-05-24,ORD-20230524-1890,Spaghetti Bolognese,Tomato Sauce,0.15,liter,9.3
2023-05-24,ORD-20230524-1890,Spaghetti Bolognese,Ground Beef,0.15,kg,15.7
2023-05-24,ORD-20230524-1890,Spaghetti Bolognese,Onion,0.05,kg,7.0
2023-05-24,ORD-20230524-1921,Margherita Pizza,Pizza Dough,1,ball,17
2023-05-24,ORD-20230524-1921,Margherita Pizza,Tomato Sauce,0.2,liter,9.1
2023-05-24,ORD-20230524-1921,Margherita Pizza,Mozzarella Cheese,0.25,kg,9.8
2023-05-24,ORD-20230524-8919,Pepperoni Pizza,Pizza Dough,1,ball,16
2023-05-24,ORD-20230524-8919,Pepperoni Pizza,Tomato Sauce,0.2,liter,8.9
2023-05-24,ORD-20230524-8919,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,9.6
2023-05-24,ORD-20230524-8919,Pepperoni Pizza,Pepperoni,0.1,kg,11.7
2023-05-24,ORD-20230524-6720,Cheeseburger,Burger Bun,1,piece,54
2023-05-24,ORD-20230524-6720,Cheeseburger,Burger Patty,1,piece,4
2023-05-24,ORD-20230524-6720,Cheeseburger,Mozzarella Cheese,0.05,kg,9.55
2023-05-24,ORD-20230524-6720,Cheeseburger,Lettuce,0.1,head,32.4
2023-05-24,ORD-20230524-6720,Cheeseburger,Tomatoes,0.05,kg,10.0
2023-05-24,ORD-20230524-6720,Cheeseburger,Onion,0.02,kg,6.98
2023-05-24,ORD-20230524-7481,Margherita Pizza,Pizza Dough,1,ball,15
2023-05-24,ORD-20230524-7481,Margherita Pizza,Tomato Sauce,0.2,liter,8.7
2023-05-24,ORD-20230524-7481,Margherita Pizza,Mozzarella Cheese,0.25,kg,9.3
2023-05-24,ORD-20230524-1619,Pepperoni Pizza,Pizza Dough,1,ball,14
2023-05-24,ORD-20230524-1619,Pepperoni Pizza,Tomato Sauce,0.2,liter,8.5
2023-05-24,ORD-20230524-1619,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,9.1
2023-05-24,ORD-20230524-1619,Pepperoni Pizza,Pepperoni,0.1,kg,11.6
2023-05-24,ORD-20230524-9742,Spaghetti Bolognese,Pasta,0.2,kg,32.4
2023-05-24,ORD-20230524-9742,Spaghetti Bolognese,Tomato Sauce,0.15,liter,8.35
2023-05-24,ORD-20230524-9742,Spaghetti Bolognese,Ground Beef,0.15,kg,15.55
2023-05-24,ORD-20230524-9742,Spaghetti Bolognese,Onion,0.05,kg,6.93
2023-05-24,ORD-20230524-2571,Caesar Salad,Lettuce,0.5,head,31.9
2023-05-24,ORD-20230524-2571,Caesar Salad,Tomatoes,0.2,kg,9.8
2023-05-24,ORD-20230524-2571,Caesar Salad,Mozzarella Cheese,0.05,kg,9.05
2023-05-24,ORD-20230524-7229,Cheeseburger,Burger Bun,1,piece,53
2023-05-24,ORD-20230524-7229,Cheeseburger,Burger Patty,1,piece,3
2023-05-24,ORD-20230524-7229,Cheeseburger,Mozzarella Cheese,0.05,kg,9.0
2023-05-24,ORD-20230524-7229,Cheeseburger,Lettuce,0.1,head,31.8
2023-05-24,ORD-20230524-7229,Cheeseburger,Tomatoes,0.05,kg,9.75
2023-05-24,ORD-20230524-7229,Cheeseburger,Onion,0.02,kg,6.91
2023-05-24,ORD-20230524-2038,Margherita Pizza,Pizza Dough,1,ball,13
2023-05-24,ORD-20230524-2038,Margherita Pizza,Tomato Sauce,0.2,liter,8.15
2023-05-24,ORD-20230524-2038,Margherita Pizza,Mozzarella Cheese,0.25,kg,8.75
2023-05-24,ORD-20230524-4973,Spaghetti Bolognese,Pasta,0.2,kg,32.2
2023-05-24,ORD-20230524-4973,Spaghetti Bolognese,Tomato Sauce,0.15,liter,8.0
2023-05-24,ORD-20230524-4973,Spaghetti Bolognese,Ground Beef,0.15,kg,15.4
2023-05-24,ORD-20230524-4973,Spaghetti Bolognese,Onion,0.05,kg,6.86
2023-05-25,ORD-20230525-3598,Spaghetti Bolognese,Pasta,0.2,kg,32.0
2023-05-25,ORD-20230525-3598,Spaghetti Bolognese,Tomato Sauce,0.15,liter,27.85
2023-05-25,ORD-20230525-3598,Spaghetti Bolognese,Ground Beef,0.15,kg,15.25
2023-05-25,ORD-20230525-3598,Spaghetti Bolognese,Onion,0.05,kg,6.81
2023-05-25,ORD-20230525-3394,Margherita Pizza,Pizza Dough,1,ball,62
2023-05-25,ORD-20230525-3394,Margherita Pizza,Tomato Sauce,0.2,liter,27.65
2023-05-25,ORD-20230525-3394,Margherita Pizza,Mozzarella Cheese,0.25,kg,8.5
2023-05-25,ORD-20230525-4567,Spaghetti Bolognese,Pasta,0.2,kg,31.8
2023-05-25,ORD-20230525-4567,Spaghetti Bolognese,Tomato Sauce,0.15,liter,27.5
2023-05-25,ORD-20230525-4567,Spaghetti Bolognese,Ground Beef,0.15,kg,15.1
2023-05-25,ORD-20230525-4567,Spaghetti Bolognese,Onion,0.05,kg,6.76
2023-05-25,ORD-20230525-5717,Caesar Salad,Lettuce,0.5,head,31.3
2023-05-25,ORD-20230525-5717,Caesar Salad,Tomatoes,0.2,kg,9.55
2023-05-25,ORD-20230525-5717,Caesar Salad,Mozzarella Cheese,0.05,kg,8.45
2023-05-25,ORD-20230525-3389,Spaghetti Bolognese,Pasta,0.2,kg,31.6
2023-05-25,ORD-20230525-3389,Spaghetti Bolognese,Tomato Sauce,0.15,liter,27.35
2023-05-25,ORD-20230525-3389,Spaghetti Bolognese,Ground Beef,0.15,kg,14.95
2023-05-25,ORD-20230525-3389,Spaghetti Bolognese,Onion,0.05,kg,6.71
2023-05-25,ORD-20230525-7154,Caesar Salad,Lettuce,0.5,head,30.8
2023-05-25,ORD-20230525-7154,Caesar Salad,Tomatoes,0.2,kg,9.35
2023-05-25,ORD-20230525-7154,Caesar Salad,Mozzarella Cheese,0.05,kg,8.4
2023-05-25,ORD-20230525-8109,Spaghetti Bolognese,Pasta,0.2,kg,31.4
2023-05-25,ORD-20230525-8109,Spaghetti Bolognese,Tomato Sauce,0.15,liter,27.2
2023-05-25,ORD-20230525-8109,Spaghetti Bolognese,Ground Beef,0.15,kg,14.8
2023-05-25,ORD-20230525-8109,Spaghetti Bolognese,Onion,0.05,kg,6.66
2023-05-25,ORD-20230525-3641,Spaghetti Bolognese,Pasta,0.2,kg,31.2
2023-05-25,ORD-20230525-3641,Spaghetti Bolognese,Tomato Sauce,0.15,liter,27.05
2023-05-25,ORD-20230525-3641,Spaghetti Bolognese,Ground Beef,0.15,kg,14.65
2023-05-25,ORD-20230525-3641,Spaghetti Bolognese,Onion,0.05,kg,6.61
2023-05-25,ORD-20230525-2075,Caesar Salad,Lettuce,0.5,head,30.3
2023-05-25,ORD-20230525-2075,Caesar Salad,Tomatoes,0.2,kg,9.15
2023-05-25,ORD-20230525-2075,Caesar Salad,Mozzarella Cheese,0.05,kg,8.35
2023-05-25,ORD-20230525-2287,Cheeseburger,Burger Bun,1,piece,52
2023-05-25,ORD-20230525-2287,Cheeseburger,Burger Patty,1,piece,42
2023-05-25,ORD-20230525-2287,Cheeseburger,Mozzarella Cheese,0.05,kg,8.3
2023-05-25,ORD-20230525-2287,Cheeseburger,Lettuce,0.1,head,30.2
2023-05-25,ORD-20230525-2287,Cheeseburger,Tomatoes,0.05,kg,9.1
2023-05-25,ORD-20230525-2287,Cheeseburger,Onion,0.02,kg,6.59
2023-05-25,ORD-20230525-6718,Caesar Salad,Lettuce,0.5,head,29.7
2023-05-25,ORD-20230525-6718,Caesar Salad,Tomatoes,0.2,kg,8.9
2023-05-25,ORD-20230525-6718,Caesar Salad,Mozzarella Cheese,0.05,kg,8.25
2023-05-25,ORD-20230525-8454,Cheeseburger,Burger Bun,1,piece,51
2023-05-25,ORD-20230525-8454,Cheeseburger,Burger Patty,1,piece,41
2023-05-25,ORD-20230525-8454,Cheeseburger,Mozzarella Cheese,0.05,kg,8.2
2023-05-25,ORD-20230525-8454,Cheeseburger,Lettuce,0.1,head,29.6
2023-05-25,ORD-20230525-8454,Cheeseburger,Tomatoes,0.05,kg,8.85
2023-05-25,ORD-20230525-8454,Cheeseburger,Onion,0.02,kg,6.57
2023-05-25,ORD-20230525-9193,Spaghetti Bolognese,Pasta,0.2,kg,31.0
2023-05-25,ORD-20230525-9193,Spaghetti Bolognese,Tomato Sauce,0.15,liter,26.9
2023-05-25,ORD-20230525-9193,Spaghetti Bolognese,Ground Beef,0.15,kg,14.5
2023-05-25,ORD-20230525-9193,Spaghetti Bolognese,Onion,0.05,kg,6.52
2023-05-25,ORD-20230525-3519,Pepperoni Pizza,Pizza Dough,1,ball,61
2023-05-25,ORD-20230525-3519,Pepperoni Pizza,Tomato Sauce,0.2,liter,26.7
2023-05-25,ORD-20230525-3519,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,8.0
2023-05-25,ORD-20230525-3519,Pepperoni Pizza,Pepperoni,0.1,kg,11.5
2023-05-25,ORD-20230525-3294,Caesar Salad,Lettuce,0.5,head,29.1
2023-05-25,ORD-20230525-3294,Caesar Salad,Tomatoes,0.2,kg,8.65
2023-05-25,ORD-20230525-3294,Caesar Salad,Mozzarella Cheese,0.05,kg,7.95
2023-05-25,ORD-20230525-8697,Pepperoni Pizza,Pizza Dough,1,ball,60
2023-05-25,ORD-20230525-8697,Pepperoni Pizza,Tomato Sauce,0.2,liter,26.5
2023-05-25,ORD-20230525-8697,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,7.75
2023-05-25,ORD-20230525-8697,Pepperoni Pizza,Pepperoni,0.1,kg,11.4
2023-05-25,ORD-20230525-9994,Cheeseburger,Burger Bun,1,piece,50
2023-05-25,ORD-20230525-9994,Cheeseburger,Burger Patty,1,piece,40
2023-05-25,ORD-20230525-9994,Cheeseburger,Mozzarella Cheese,0.05,kg,7.7
2023-05-25,ORD-20230525-9994,Cheeseburger,Lettuce,0.1,head,29.0
2023-05-25,ORD-20230525-9994,Cheeseburger,Tomatoes,0.05,kg,8.6
2023-05-25,ORD-20230525-9994,Cheeseburger,Onion,0.02,kg,6.5
2023-05-25,ORD-20230525-1374,Pepperoni Pizza,Pizza Dough,1,ball,59
2023-05-25,ORD-20230525-1374,Pepperoni Pizza,Tomato Sauce,0.2,liter,26.3
2023-05-25,ORD-20230525-1374,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,7.5
2023-05-25,ORD-20230525-1374,Pepperoni Pizza,Pepperoni,0.1,kg,11.3
2023-05-25,ORD-20230525-8419,Cheeseburger,Burger Bun,1,piece,49
2023-05-25,ORD-20230525-8419,Cheeseburger,Burger Patty,1,piece,39
2023-05-25,ORD-20230525-8419,Cheeseburger,Mozzarella Cheese,0.05,kg,7.45
2023-05-25,ORD-20230525-8419,Cheeseburger,Lettuce,0.1,head,28.9
2023-05-25,ORD-20230525-8419,Cheeseburger,Tomatoes,0.05,kg,8.55
2023-05-25,ORD-20230525-8419,Cheeseburger,Onion,0.02,kg,6.48
2023-05-25,ORD-20230525-1100,Spaghetti Bolognese,Pasta,0.2,kg,30.8
2023-05-25,ORD-20230525-1100,Spaghetti Bolognese,Tomato Sauce,0.15,liter,26.15
2023-05-25,ORD-20230525-1100,Spaghetti Bolognese,Ground Beef,0.15,kg,14.35
2023-05-25,ORD-20230525-1100,Spaghetti Bolognese,Onion,0.05,kg,6.43
2023-05-25,ORD-20230525-7247,Cheeseburger,Burger Bun,1,piece,48
2023-05-25,ORD-20230525-7247,Cheeseburger,Burger Patty,1,piece,38
2023-05-25,ORD-20230525-7247,Cheeseburger,Mozzarella Cheese,0.05,kg,7.4
2023-05-25,ORD-20230525-7247,Cheeseburger,Lettuce,0.1,head,28.8
2023-05-25,ORD-20230525-7247,Cheeseburger,Tomatoes,0.05,kg,8.5
2023-05-25,ORD-20230525-7247,Cheeseburger,Onion,0.02,kg,6.41
2023-05-25,ORD-20230525-6371,Margherita Pizza,Pizza Dough,1,ball,58
2023-05-25,ORD-20230525-6371,Margherita Pizza,Tomato Sauce,0.2,liter,25.95
2023-05-25,ORD-20230525-6371,Margherita Pizza,Mozzarella Cheese,0.25,kg,7.15
2023-05-25,ORD-20230525-9148,Pepperoni Pizza,Pizza Dough,1,ball,57
2023-05-25,ORD-20230525-9148,Pepperoni Pizza,Tomato Sauce,0.2,liter,25.75
2023-05-25,ORD-20230525-9148,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,6.95
2023-05-25,ORD-20230525-9148,Pepperoni Pizza,Pepperoni,0.1,kg,11.2
2023-05-25,ORD-20230525-2799,Pepperoni Pizza,Pizza Dough,1,ball,56
2023-05-25,ORD-20230525-2799,Pepperoni Pizza,Tomato Sauce,0.2,liter,25.55
2023-05-25,ORD-20230525-2799,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,6.75
2023-05-25,ORD-20230525-2799,Pepperoni Pizza,Pepperoni,0.1,kg,11.1
2023-05-25,ORD-20230525-2451,Pepperoni Pizza,Pizza Dough,1,ball,55
2023-05-25,ORD-20230525-2451,Pepperoni Pizza,Tomato Sauce,0.2,liter,25.35
2023-05-25,ORD-20230525-2451,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,6.55
2023-05-25,ORD-20230525-2451,Pepperoni Pizza,Pepperoni,0.1,kg,11.0
2023-05-25,ORD-20230525-9592,Caesar Salad,Lettuce,0.5,head,28.3
2023-05-25,ORD-20230525-9592,Caesar Salad,Tomatoes,0.2,kg,8.3
2023-05-25,ORD-20230525-9592,Caesar Salad,Mozzarella Cheese,0.05,kg,6.5
2023-05-25,ORD-20230525-2823,Caesar Salad,Lettuce,0.5,head,27.8
2023-05-25,ORD-20230525-2823,Caesar Salad,Tomatoes,0.2,kg,8.1
2023-05-25,ORD-20230525-2823,Caesar Salad,Mozzarella Cheese,0.05,kg,6.45
2023-05-25,ORD-20230525-4077,Margherita Pizza,Pizza Dough,1,ball,54
2023-05-25,ORD-20230525-4077,Margherita Pizza,Tomato Sauce,0.2,liter,25.15
2023-05-25,ORD-20230525-4077,Margherita Pizza,Mozzarella Cheese,0.25,kg,6.2
2023-05-25,ORD-20230525-3360,Caesar Salad,Lettuce,0.5,head,27.3
2023-05-25,ORD-20230525-3360,Caesar Salad,Tomatoes,0.2,kg,7.9
2023-05-25,ORD-20230525-3360,Caesar Salad,Mozzarella Cheese,0.05,kg,6.15
2023-05-25,ORD-20230525-7022,Cheeseburger,Burger Bun,1,piece,47
2023-05-25,ORD-20230525-7022,Cheeseburger,Burger Patty,1,piece,37
2023-05-25,ORD-20230525-7022,Cheeseburger,Mozzarella Cheese,0.05,kg,6.1
2023-05-25,ORD-20230525-7022,Cheeseburger,Lettuce,0.1,head,27.2
2023-05-25,ORD-20230525-7022,Cheeseburger,Tomatoes,0.05,kg,7.85
2023-05-25,ORD-20230525-7022,Cheeseburger,Onion,0.02,kg,6.39
